order_item_id,order_id,item_id,quantity,item_price
3722,1477,4438,1,24.19
3723,1478,4268,1,48.63
3724,1479,4989,1,5.77
3725,1479,906,3,16.99
3726,1479,3149,2,47.65
3727,1479,4073,1,36.26
3728,1480,2661,1,26.43
3729,1480,101,2,38.54
3730,1480,143,1,31.34
3731,1481,2819,2,16.32
3732,1481,4810,1,45.39
3733,1481,2280,1,26.48
3734,1481,2205,1,49.56
3735,1481,2462,3,42.06
3736,1482,1186,1,5.02
3737,1482,1037,1,25.37
3738,1482,4462,1,16.43
3739,1483,3472,1,21.93
3740,1484,4773,1,16.93
3741,1485,4645,2,27.6
3742,1485,905,1,22.17
3743,1486,4831,3,22.38
3744,1486,4317,3,17.46
3745,1486,4809,3,8.4
3746,1487,2627,1,42.12
3747,1488,2389,3,15.14
3748,1488,2380,3,45.01
3749,1488,3423,2,15.98
3750,1488,2178,2,34.24
3751,1489,3,1,26.12
3752,1489,4943,2,6.59
3753,1489,897,1,44.4
3754,1489,2815,3,5.78
3755,1490,2223,2,39.98
3756,1491,1510,1,14.22
3757,1492,268,1,24.96
3758,1493,3506,3,29.06
3759,1493,2016,3,30.83
3760,1494,1396,1,46.79
3761,1495,2281,2,22.35
3762,1495,4715,1,19.46
3763,1495,3452,3,29.08
3764,1495,568,3,6.88
3765,1495,2258,3,19.39
3766,1496,464,3,31.64
3767,1497,2731,1,9.03
3768,1498,782,3,21.08
3769,1499,4506,3,31.47
3770,1500,2932,1,42.64
3771,1500,3255,2,6.17
3772,1500,64,2,10.01
3773,1501,3659,2,6.54
3774,1502,2687,1,45.35
3775,1502,4332,2,48.79
3776,1502,3726,1,45.96
3777,1502,128,1,27.73
3778,1503,3700,1,35.32
3779,1504,1287,2,37.18
3780,1504,1307,1,8.33
3781,1504,339,1,36.79
3782,1504,2226,2,33.44
3783,1505,123,2,49.32
3784,1505,4706,2,8.65
3785,1506,2551,3,13.04
3786,1506,2207,2,41.04
3787,1507,895,3,48.46
3788,1507,3451,2,32.9
3789,1508,3586,2,17.41
3790,1508,4807,1,11.24
3791,1509,3663,2,6.95
3792,1509,3196,2,7.23
3793,1509,4855,1,17.33
3794,1510,313,3,39.27
3795,1511,707,2,49.24
3796,1511,3008,2,5.44
3797,1511,1863,1,27.01
3798,1512,1007,2,48.45
3799,1512,795,2,18.27
3800,1512,1195,2,19.67
3801,1512,4727,2,15.04
3802,1512,1169,3,46.88
3803,1512,2274,1,49.52
3804,1512,4835,1,15.82
3805,1513,4406,1,48.18
3806,1514,1469,1,16.25
3807,1515,454,3,13.57
3808,1516,889,1,28.46
3809,1516,3602,1,49.48
3810,1517,4426,3,5.45
3811,1517,1317,1,45.8
3812,1517,2341,1,23.06
3813,1517,4028,3,46.33
3814,1518,2104,2,49.73
3815,1518,4202,2,34.35
3816,1519,4851,3,13.05
3817,1519,585,3,17.02
3818,1519,2920,3,15.1
3819,1519,3632,2,19.65
3820,1520,4757,1,25.71
3821,1521,1592,1,31.77
3822,1522,8,1,33.2
3823,1522,3620,1,10.15
3824,1522,349,1,45.46
3825,1523,93,3,33.34
3826,1524,2634,2,18.67
3827,1525,1325,2,19.93
3828,1525,2273,1,26.51
3829,1525,1985,2,34.09
3830,1526,4767,1,37.6
3831,1526,2196,2,20.2
3832,1526,4479,2,24.2
3833,1526,1116,1,44.06
3834,1526,3559,3,9.67
3835,1526,3078,1,16.04
3836,1527,4649,1,45.22
3837,1527,3970,1,25.31
3838,1527,3383,1,36.45
3839,1528,3266,3,32.03
3840,1529,4621,2,37.79
3841,1529,1563,1,25.92
3842,1529,4141,2,41.72
3843,1530,4208,2,7.4
3844,1531,4975,1,25.9
3845,1531,1074,1,30.95
3846,1532,3847,3,22.11
3847,1532,2927,3,26.44
3848,1533,2855,3,16.82
3849,1533,3314,2,19.58
3850,1533,3749,3,25.0
3851,1534,2321,1,33.26
3852,1534,728,2,39.8
3853,1534,2350,2,45.24
3854,1535,3533,3,42.09
3855,1535,3213,1,42.53
3856,1535,309,1,22.05
3857,1536,3860,3,27.88
3858,1537,2418,1,21.0
3859,1537,4734,3,43.07
3860,1537,4987,2,11.25
3861,1537,1755,3,22.07
3862,1538,607,2,46.9
3863,1538,3055,3,43.28
3864,1538,1490,3,31.17
3865,1539,998,1,33.26
3866,1540,2231,1,7.39
3867,1541,4421,3,11.98
3868,1541,2221,1,29.0
3869,1542,2725,3,25.71
3870,1542,4238,1,29.29
3871,1543,4539,1,38.78
3872,1543,4384,3,36.71
3873,1543,3992,3,29.98
3874,1543,2969,1,36.93
3875,1544,4145,2,8.07
3876,1545,1182,1,23.77
3877,1545,1942,2,47.5
3878,1546,2766,3,5.18
3879,1547,3094,1,17.98
3880,1547,4601,2,6.11
3881,1548,493,2,33.95
3882,1548,2009,2,45.33
3883,1548,4307,2,24.03
3884,1548,2134,2,33.07
3885,1549,3482,1,9.22
3886,1549,1040,2,27.9
3887,1550,2057,1,23.95
3888,1551,2687,2,45.35
3889,1552,3026,2,35.75
3890,1552,4150,2,12.03
3891,1552,1447,2,45.97
3892,1552,4643,1,29.91
3893,1552,1030,3,39.86
3894,1553,974,1,49.55
3895,1554,247,3,28.85
3896,1555,8,2,33.2
3897,1555,439,1,40.83
3898,1555,1840,2,41.07
3899,1555,2393,3,49.75
3900,1556,2365,2,32.03
3901,1557,3405,1,5.11
3902,1557,4128,1,17.9
3903,1557,2268,3,39.24
3904,1558,1096,2,30.3
3905,1558,2664,3,36.34
3906,1559,4551,3,49.32
3907,1559,4760,2,40.12
3908,1559,3144,2,32.8
3909,1560,1944,2,24.26
3910,1560,153,2,5.95
3911,1560,2724,1,41.91
3912,1561,199,1,29.52
3913,1561,4050,1,34.26
3914,1561,484,3,5.53
3915,1562,1711,3,16.38
3916,1562,1199,3,16.61
3917,1562,855,1,9.35
3918,1562,4612,3,8.7
3919,1563,3097,1,8.61
3920,1563,722,3,28.34
3921,1563,3982,1,17.95
3922,1564,3506,1,29.06
3923,1564,2889,2,26.57
3924,1564,2035,2,44.98
3925,1565,2274,2,49.52
3926,1566,2094,1,31.76
3927,1566,4345,2,33.63
3928,1567,2061,3,17.39
3929,1567,3099,1,12.26
3930,1568,2379,2,42.81
3931,1569,97,1,15.72
3932,1569,2781,1,37.5
3933,1569,3617,2,12.97
3934,1570,1177,1,10.44
3935,1570,2125,2,46.51
3936,1570,4069,3,17.89
3937,1570,1730,3,47.43
3938,1570,4532,3,17.75
3939,1570,1233,1,25.2
3940,1570,4795,3,27.06
3941,1571,3632,3,19.65
3942,1571,775,1,47.57
3943,1571,2109,3,9.31
3944,1572,3221,1,49.88
3945,1572,1895,3,28.18
3946,1572,4415,1,30.32
3947,1572,1779,2,43.12
3948,1573,1546,2,22.8
3949,1573,2656,2,25.36
3950,1574,2486,1,24.99
3951,1575,3100,1,34.15
3952,1576,3509,3,17.99
3953,1576,4864,1,12.76
3954,1576,417,3,13.13
3955,1576,3956,2,16.2
3956,1576,3898,1,7.36
3957,1576,4966,3,32.51
3958,1576,2602,1,34.5
3959,1577,2483,3,18.57
3960,1578,858,2,5.91
3961,1579,4164,1,45.06
3962,1579,3006,1,29.61
3963,1579,2246,2,22.28
3964,1579,1135,3,49.22
3965,1579,2324,1,8.99
3966,1579,2954,2,21.36
3967,1579,1188,1,35.85
3968,1579,571,2,10.27
3969,1580,4542,3,47.55
3970,1580,4675,1,37.05
3971,1580,4325,3,37.04
3972,1580,3121,1,36.75
3973,1581,3658,2,36.71
3974,1581,1146,1,28.77
3975,1582,43,3,8.92
3976,1582,771,3,17.55
3977,1582,2121,1,8.62
3978,1582,3885,3,23.83
3979,1582,2430,3,45.8
3980,1583,774,2,11.55
3981,1584,343,3,24.14
3982,1584,4926,3,9.82
3983,1585,185,3,30.52
3984,1585,4251,3,48.57
3985,1586,1516,3,29.56
3986,1587,2369,3,43.74
3987,1587,2526,1,31.06
3988,1588,657,2,25.0
3989,1589,49,3,27.15
3990,1590,398,2,12.92
3991,1591,3559,1,9.67
3992,1591,1285,1,8.96
3993,1591,4807,3,11.24
3994,1592,4551,2,49.32
3995,1592,1812,1,26.8
3996,1592,526,3,5.02
3997,1593,597,1,38.59
3998,1594,4883,2,21.54
3999,1594,3003,2,10.04
4000,1594,179,1,20.78
4001,1594,178,2,15.96
4002,1595,4593,2,20.21
4003,1595,1369,1,26.17
4004,1595,4178,1,19.36
4005,1596,4465,3,32.45
4006,1596,4390,2,36.48
4007,1597,251,2,32.4
4008,1598,3007,3,38.35
4009,1598,3626,3,37.31
4010,1598,3035,3,32.43
4011,1599,4840,1,33.82
4012,1600,4139,3,8.81
4013,1601,4956,3,47.91
4014,1601,1099,2,13.39
4015,1601,245,3,10.8
4016,1602,1266,3,22.37
4017,1602,114,3,5.38
4018,1602,2990,3,47.25
4019,1603,4746,2,31.14
4020,1604,1488,1,49.4
4021,1604,4824,1,48.39
4022,1604,3494,2,14.13
4023,1604,4969,2,39.95
4024,1605,3238,2,31.25
4025,1606,227,2,13.84
4026,1606,2357,3,34.81
4027,1606,3182,3,18.3
4028,1606,1168,2,40.09
4029,1607,3022,3,22.95
4030,1607,1407,3,39.56
4031,1607,906,1,16.99
4032,1608,4951,2,32.33
4033,1608,4655,2,21.31
4034,1608,595,3,20.95
4035,1609,1544,1,5.33
4036,1610,1394,2,36.16
4037,1610,1505,3,42.32
4038,1611,1069,2,35.18
4039,1612,3509,3,17.99
4040,1612,974,1,49.55
4041,1613,3888,3,24.52
4042,1613,3462,1,22.87
4043,1614,1509,1,16.8
4044,1614,1532,3,23.26
4045,1614,4723,2,23.5
4046,1615,3221,2,49.88
4047,1615,4528,2,49.96
4048,1616,3333,2,29.97
4049,1617,466,3,35.49
4050,1617,4220,3,41.81
4051,1618,3481,2,5.69
4052,1618,1170,3,46.88
4053,1618,3147,1,39.99
4054,1618,4507,2,15.03
4055,1619,369,3,35.32
4056,1619,2432,1,25.02
4057,1619,770,1,39.44
4058,1619,4346,1,25.57
4059,1619,4299,3,42.53
4060,1619,1375,3,29.66
4061,1620,723,2,12.27
4062,1620,2930,1,40.4
4063,1620,1095,1,28.73
4064,1620,3938,1,5.0
4065,1620,3173,1,35.99
4066,1620,2471,2,37.13
4067,1621,4945,1,15.87
4068,1622,725,3,20.97
4069,1622,4071,1,26.65
4070,1623,1482,2,19.4
4071,1623,1196,1,48.0
4072,1623,842,2,18.39
4073,1624,3784,2,14.83
4074,1624,2020,3,18.67
4075,1624,11,2,39.57
4076,1625,3555,3,26.45
4077,1626,1629,2,32.96
4078,1626,1699,2,44.06
4079,1627,2814,1,25.65
4080,1627,2203,3,16.05
4081,1627,605,3,19.63
4082,1627,2201,1,47.22
4083,1627,1212,1,48.15
4084,1627,1534,3,44.15
4085,1628,749,1,21.92
4086,1629,179,2,20.78
4087,1629,659,2,38.81
4088,1629,727,2,44.86
4089,1630,476,3,34.36
4090,1630,4820,3,35.57
4091,1630,486,1,37.72
4092,1631,667,3,17.29
4093,1631,4188,3,10.66
4094,1631,555,3,19.11
4095,1631,1839,2,31.68
4096,1631,4639,2,33.83
4097,1632,233,1,29.81
4098,1632,3648,2,20.21
4099,1633,4020,1,29.54
4100,1634,1821,2,15.02
4101,1635,3013,2,14.85
4102,1636,3847,1,22.11
4103,1637,4851,2,13.05
4104,1637,3160,2,21.07
4105,1638,3528,1,22.8
4106,1638,2037,1,10.76
4107,1639,4702,1,39.0
4108,1639,2300,2,18.23
4109,1639,1805,3,32.18
4110,1639,4765,3,34.91
4111,1640,2466,3,37.95
4112,1640,308,3,5.58
4113,1640,4367,2,12.4
4114,1640,1136,1,30.24
4115,1640,3598,1,15.67
4116,1641,425,1,39.21
4117,1641,1648,3,41.37
4118,1642,1282,2,17.55
4119,1642,3914,3,44.73
4120,1642,3644,2,16.98
4121,1642,3444,3,12.44
4122,1642,2659,1,47.25
4123,1643,504,2,48.21
4124,1643,270,1,13.02
4125,1644,2515,1,26.18
4126,1644,3276,2,22.84
4127,1644,4812,2,26.92
4128,1644,105,2,6.19
4129,1645,4581,3,25.45
4130,1645,231,1,42.84
4131,1645,4279,1,40.98
4132,1645,1838,1,21.19
4133,1646,4115,2,24.39
4134,1647,4529,2,21.15
4135,1647,1607,3,5.59
4136,1648,2177,1,12.38
4137,1648,558,1,12.45
4138,1648,3033,2,7.55
4139,1649,2400,1,21.82
4140,1649,161,1,36.46
4141,1649,1867,1,37.66
4142,1649,2387,2,8.29
4143,1650,135,3,39.6
4144,1650,2374,2,41.63
4145,1651,2479,1,9.27
4146,1651,2262,1,18.41
4147,1651,4518,1,15.55
4148,1651,4946,1,38.32
4149,1652,1094,2,33.04
4150,1653,833,1,26.47
4151,1654,2558,3,31.72
4152,1654,4018,2,28.35
4153,1654,3224,1,11.4
4154,1654,4087,1,7.65
4155,1655,3755,3,45.31
4156,1655,4159,2,34.66
4157,1655,4229,1,41.96
4158,1656,3372,1,21.81
4159,1657,2869,2,19.62
4160,1658,4118,3,14.35
4161,1659,927,1,45.75
4162,1660,4243,1,48.2
4163,1660,4139,2,8.81
4164,1661,4521,2,15.94
4165,1661,2971,1,36.95
4166,1661,1672,2,39.06
4167,1662,3424,3,49.96
4168,1662,3773,1,29.75
4169,1662,3996,1,48.74
4170,1662,1001,3,38.41
4171,1662,3423,2,15.98
4172,1663,1541,3,23.3
4173,1663,3075,2,49.08
4174,1664,839,2,42.16
4175,1664,3698,2,30.44
4176,1664,4714,2,7.91
4177,1664,3618,1,44.06
4178,1664,2011,3,37.61
4179,1665,4924,2,45.69
4180,1666,1306,1,26.91
4181,1667,1099,3,13.39
4182,1668,5,3,6.61
4183,1668,3671,3,33.47
4184,1668,3713,3,43.0
4185,1668,3453,1,20.94
4186,1668,1214,1,13.69
4187,1668,1684,1,13.62
4188,1669,3185,3,6.9
4189,1669,1842,3,17.27
4190,1669,2313,3,45.6
4191,1669,1354,2,12.49
4192,1669,2532,1,46.3
4193,1669,4265,2,11.2
4194,1670,3411,3,24.17
4195,1670,2475,1,36.44
4196,1671,2989,1,24.78
4197,1671,2120,3,10.81
4198,1672,264,1,27.11
4199,1673,3742,2,10.91
4200,1674,3157,3,39.42
4201,1674,1830,1,27.93
4202,1675,4505,3,40.6
4203,1675,3427,2,16.73
4204,1675,4312,3,39.27
4205,1676,3261,1,45.35
4206,1677,1906,3,47.27
4207,1677,996,2,12.29
4208,1678,4127,1,44.96
4209,1678,537,3,16.91
4210,1678,943,2,34.6
4211,1678,4162,1,14.28
4212,1679,1213,1,48.98
4213,1679,4059,1,5.2
4214,1679,3442,1,24.89
4215,1679,664,2,48.34
4216,1679,3903,3,10.44
4217,1679,3852,3,45.23
4218,1680,557,3,25.53
4219,1681,2253,3,19.37
4220,1681,25,3,11.54
4221,1682,3477,2,24.65
4222,1683,1615,1,22.49
4223,1683,2047,1,20.86
4224,1684,1768,2,7.07
4225,1684,806,1,15.71
4226,1684,326,3,15.04
4227,1685,1703,2,22.04
4228,1685,4909,2,7.13
4229,1686,3307,2,28.36
4230,1686,2142,1,12.27
4231,1686,1407,2,39.56
4232,1687,2887,2,36.91
4233,1687,2872,1,30.51
4234,1688,3624,1,25.74
4235,1688,1687,1,10.65
4236,1688,4811,2,17.0
4237,1688,1865,3,35.58
4238,1688,2680,3,12.1
4239,1689,1933,2,32.37
4240,1690,2212,3,35.66
4241,1690,4403,1,10.66
4242,1691,2065,2,35.71
4243,1691,157,1,32.39
4244,1692,3374,2,24.87
4245,1692,1870,3,9.09
4246,1692,280,1,8.43
4247,1692,2249,2,15.62
4248,1693,3410,1,18.81
4249,1693,2355,1,18.14
4250,1694,2155,3,21.99
4251,1694,1454,2,11.55
4252,1694,944,1,9.99
4253,1694,1406,1,16.56
4254,1695,2500,1,5.09
4255,1695,2769,2,16.62
4256,1695,4488,1,26.82
4257,1696,225,3,43.84
4258,1696,3022,3,22.95
4259,1697,353,3,21.68
4260,1698,1575,2,35.2
4261,1699,670,2,21.24
4262,1700,3756,2,33.75
4263,1700,572,3,15.98
4264,1701,2259,1,17.11
4265,1702,3903,3,10.44
4266,1703,76,1,42.44
4267,1703,4243,1,48.2
4268,1703,1587,2,31.31
4269,1703,25,1,11.54
4270,1704,532,1,10.42
4271,1705,1529,1,20.91
4272,1706,1023,1,31.53
4273,1706,1268,3,38.63
4274,1706,4961,1,35.07
4275,1707,939,1,18.63
4276,1708,1633,1,23.25
4277,1708,3848,2,24.75
4278,1709,3476,1,46.25
4279,1710,4074,2,34.41
4280,1710,2783,3,49.28
4281,1710,2977,3,23.87
4282,1711,370,3,20.52
4283,1711,988,3,31.43
4284,1711,2570,2,5.96
4285,1712,2561,3,5.83
4286,1712,2408,3,27.97
4287,1713,3052,3,48.7
4288,1713,4008,2,13.13
4289,1713,515,3,34.85
4290,1713,726,2,20.54
4291,1714,2844,1,21.72
4292,1714,4534,1,30.7
4293,1714,3182,2,18.3
4294,1714,971,1,24.69
4295,1714,3379,1,45.13
4296,1715,3773,2,29.75
4297,1716,3802,2,34.57
4298,1716,1407,2,39.56
4299,1717,4121,2,23.54
4300,1717,3473,2,40.08
4301,1718,2281,1,22.35
4302,1718,3610,1,41.89
4303,1718,92,2,9.32
4304,1718,127,1,25.15
4305,1718,4067,2,24.45
4306,1718,4625,3,34.18
4307,1718,2723,3,12.07
4308,1718,4178,1,19.36
4309,1718,2052,2,46.42
4310,1719,3693,1,27.19
4311,1719,2286,1,15.64
4312,1719,2438,3,46.15
4313,1719,715,2,10.39
4314,1720,3006,2,29.61
4315,1721,2680,3,12.1
4316,1721,3298,1,26.25
4317,1721,4769,2,14.4
4318,1722,2328,2,15.95
4319,1722,1389,1,6.45
4320,1723,3038,1,10.17
4321,1723,2257,2,48.75
4322,1723,4229,1,41.96
4323,1724,1968,2,41.29
4324,1724,1294,2,31.34
4325,1724,962,3,7.3
4326,1724,2177,2,12.38
4327,1725,2897,3,6.79
4328,1725,3812,3,33.84
4329,1725,3714,2,42.05
4330,1726,735,3,11.28
4331,1726,2108,3,27.14
4332,1726,3762,2,48.14
4333,1727,446,1,19.31
4334,1727,761,2,47.86
4335,1727,1279,3,5.02
4336,1727,3690,1,17.05
4337,1728,1059,1,21.24
4338,1728,1723,3,14.99
4339,1729,3309,1,30.62
4340,1729,1322,1,32.11
4341,1729,1968,2,41.29
4342,1729,2934,3,32.34
4343,1729,4851,2,13.05
4344,1729,3111,1,29.96
4345,1730,656,2,22.66
4346,1730,3625,2,40.04
4347,1730,3599,3,11.96
4348,1731,4062,2,48.45
4349,1731,3840,1,20.41
4350,1731,2414,3,6.89
4351,1732,117,2,39.88
4352,1733,1439,2,17.36
4353,1733,316,3,49.34
4354,1734,3589,3,9.09
4355,1734,1388,3,45.48
4356,1734,564,3,46.78
4357,1735,4933,3,28.31
4358,1735,1679,3,10.11
4359,1736,3519,1,46.89
4360,1737,1682,1,22.21
4361,1737,4903,1,34.53
4362,1738,2056,2,24.75
4363,1739,4068,3,13.05
4364,1740,2248,2,18.46
4365,1740,2598,2,42.18
4366,1740,2733,1,13.97
4367,1740,707,3,49.24
4368,1741,1694,3,48.4
4369,1741,37,3,18.51
4370,1741,358,2,13.04
4371,1742,3455,3,28.05
4372,1742,4617,1,44.86
4373,1743,249,3,19.63
4374,1744,374,2,18.57
4375,1744,4024,2,17.64
4376,1745,577,3,27.45
4377,1745,89,2,39.06
4378,1745,3688,2,34.39
4379,1746,2683,3,19.32
4380,1746,1708,3,40.88
4381,1747,4912,2,11.83
4382,1747,4581,2,25.45
4383,1748,4656,3,45.0
4384,1748,3072,3,35.51
4385,1748,1288,2,36.01
4386,1748,2169,2,40.74
4387,1748,2296,3,7.8
4388,1749,1553,3,14.18
4389,1749,3729,3,32.63
4390,1749,3772,1,45.36
4391,1750,4507,3,15.03
4392,1751,1125,3,12.36
4393,1751,3351,3,41.0
4394,1752,299,1,27.02
4395,1753,1561,2,38.51
4396,1753,1164,2,27.71
4397,1753,3262,3,11.09
4398,1754,580,2,11.94
4399,1754,1220,1,43.74
4400,1754,657,3,25.0
4401,1754,1445,2,40.91
4402,1755,3768,3,49.55
4403,1755,121,2,23.97
4404,1755,988,3,31.43
4405,1755,2791,3,22.12
4406,1756,486,2,37.72
4407,1757,652,2,23.92
4408,1757,3510,3,27.11
4409,1757,326,1,15.04
4410,1758,4086,1,39.5
4411,1758,1085,3,17.53
4412,1759,3198,3,45.91
4413,1760,4472,3,43.95
4414,1760,4689,1,31.39
4415,1760,3697,2,17.83
4416,1761,813,3,44.58
4417,1761,2267,3,26.3
4418,1761,315,1,48.27
4419,1762,3675,3,36.89
4420,1763,2072,1,18.6
4421,1763,2106,2,12.76
4422,1763,752,2,17.05
4423,1763,62,2,16.92
4424,1764,1299,1,41.92
4425,1764,1453,3,35.42
4426,1764,2775,3,10.96
4427,1764,4787,3,29.07
4428,1765,4848,1,22.2
4429,1766,4969,2,39.95
4430,1767,250,3,48.13
4431,1768,4751,1,22.87
4432,1768,1804,1,40.4
4433,1768,4504,2,43.43
4434,1769,2996,1,15.44
4435,1769,1602,1,17.14
4436,1770,3843,3,7.3
4437,1770,3112,2,35.71
4438,1770,1368,3,5.39
4439,1770,2547,2,27.87
4440,1771,1532,3,23.26
4441,1771,422,2,27.99
4442,1771,558,2,12.45
4443,1772,3296,3,15.04
4444,1772,6,1,49.6
4445,1773,4826,3,39.38
4446,1773,3141,2,13.81
4447,1773,1070,3,26.95
4448,1773,1510,2,14.22
4449,1774,3512,2,45.68
4450,1775,107,2,12.07
4451,1775,2857,1,29.18
4452,1776,4825,3,44.52
4453,1776,627,3,8.9
4454,1776,262,2,25.22
4455,1776,3088,1,10.42
4456,1776,1169,3,46.88
4457,1776,4382,3,22.96
4458,1777,4872,3,48.33
4459,1777,2012,3,28.84
4460,1777,3731,1,5.82
4461,1778,3357,2,14.95
4462,1778,2232,3,49.15
4463,1779,3515,2,39.15
4464,1779,2429,3,38.62
4465,1780,3360,2,48.71
4466,1780,2650,2,48.26
4467,1781,2589,2,5.05
4468,1781,3009,1,30.93
4469,1782,758,3,6.62
4470,1782,3251,3,11.96
4471,1782,480,3,39.62
4472,1783,1002,1,23.8
4473,1783,4030,2,10.77
4474,1783,3210,1,12.49
4475,1783,2477,2,39.99
4476,1784,2546,3,41.86
4477,1785,3471,3,17.52
4478,1785,3347,1,49.78
4479,1785,306,1,5.68
4480,1786,3583,1,6.42
4481,1786,2429,1,38.62
4482,1786,19,3,15.74
4483,1786,1721,1,26.7
4484,1787,660,2,48.34
4485,1788,279,3,19.55
4486,1788,4757,1,25.71
4487,1788,746,3,43.98
4488,1789,2371,1,34.53
4489,1789,498,1,7.5
4490,1789,200,3,42.09
4491,1790,4871,1,28.65
4492,1791,1238,1,11.55
4493,1791,3268,3,36.22
4494,1791,1020,2,42.88
4495,1792,1100,3,17.37
4496,1792,1459,3,20.79
4497,1792,4515,1,25.5
4498,1792,1617,3,16.29
4499,1792,577,2,27.45
4500,1792,4850,2,19.44
4501,1793,696,1,5.06
4502,1793,1025,1,32.77
4503,1794,4712,2,16.91
4504,1795,1213,2,48.98
4505,1796,1168,2,40.09
4506,1796,1810,3,28.45
4507,1797,2890,1,36.81
4508,1797,4196,2,36.52
4509,1797,1921,2,47.07
4510,1798,986,1,13.66
4511,1798,3115,2,11.87
4512,1798,208,1,8.38
4513,1799,4433,1,6.86
4514,1799,1720,2,48.75
4515,1799,4231,3,17.52
4516,1800,3910,2,11.22
4517,1800,1748,1,45.24
4518,1800,1117,2,8.1
4519,1800,1869,1,20.91
4520,1800,2301,2,28.31
4521,1800,2234,3,13.55
4522,1800,4169,1,37.57
4523,1801,1760,3,28.62
4524,1801,1188,3,35.85
4525,1801,2155,2,21.99
4526,1802,323,1,35.08
4527,1803,135,1,39.6
4528,1803,4161,2,34.61
4529,1803,2857,1,29.18
4530,1803,3928,2,45.55
4531,1803,1236,2,12.46
4532,1804,1123,2,22.09
4533,1804,3607,3,8.66
4534,1804,2480,1,20.07
4535,1804,2621,2,47.58
4536,1805,3385,3,21.25
4537,1806,179,3,20.78
4538,1807,238,2,25.11
4539,1808,4445,3,17.44
4540,1808,879,2,33.29
4541,1808,641,1,24.13
4542,1808,3501,3,15.51
4543,1809,1468,2,21.12
4544,1810,1763,1,23.57
4545,1810,3986,3,22.1
4546,1810,1095,2,28.73
4547,1810,1785,3,12.02
4548,1810,183,3,24.94
4549,1811,3990,1,14.28
4550,1811,1706,2,10.37
4551,1812,4564,3,5.29
4552,1813,2764,3,17.6
4553,1813,613,3,44.7
4554,1814,1469,2,16.25
4555,1814,650,1,45.02
4556,1814,1158,1,10.55
4557,1815,750,3,38.26
4558,1815,1276,1,30.41
4559,1816,3286,3,21.97
4560,1816,2748,2,9.83
4561,1817,1066,3,38.25
4562,1818,1971,3,28.09
4563,1819,749,2,21.92
4564,1819,1089,3,8.47
4565,1819,1443,3,8.33
4566,1820,3296,3,15.04
4567,1820,528,1,11.59
4568,1821,2320,1,37.15
4569,1821,289,3,46.89
4570,1822,3721,3,40.21
4571,1822,738,2,35.8
4572,1822,4637,2,32.2
4573,1823,3753,1,12.42
4574,1823,43,1,8.92
4575,1824,963,2,28.68
4576,1824,883,2,17.48
4577,1824,2251,1,12.21
4578,1825,1088,3,6.11
4579,1825,152,1,27.09
4580,1826,4500,3,5.23
4581,1826,817,3,15.67
4582,1826,3733,2,17.79
4583,1827,2191,3,21.19
4584,1827,4592,3,42.45
4585,1827,1665,3,19.82
4586,1827,1017,3,29.81
4587,1828,4595,1,44.36
4588,1828,2594,3,12.6
4589,1828,883,3,17.48
4590,1828,3857,2,31.31
4591,1829,846,2,22.02
4592,1830,4517,1,33.12
4593,1830,3219,2,18.91
4594,1830,962,2,7.3
4595,1831,720,1,49.59
4596,1831,4065,2,48.07
4597,1831,1467,3,13.67
4598,1831,4218,1,30.52
4599,1832,1468,1,21.12
4600,1832,4450,2,37.24
4601,1832,2525,3,46.48
4602,1832,1457,1,27.71
4603,1833,113,1,46.4
4604,1833,4697,3,40.6
4605,1833,4539,1,38.78
4606,1834,380,2,11.56
4607,1835,4884,2,7.71
4608,1835,1542,2,35.67
4609,1835,1433,1,33.85
4610,1836,2910,1,26.02
4611,1837,3667,1,5.22
4612,1837,1807,2,19.01
4613,1837,467,2,26.31
4614,1837,3258,1,12.27
4615,1838,2937,1,46.2
4616,1838,4971,3,19.93
4617,1838,2131,2,41.78
4618,1839,2287,1,40.37
4619,1840,3573,3,6.08
4620,1840,188,1,45.91
4621,1841,1295,2,8.49
4622,1841,2297,2,44.6
4623,1842,4335,1,24.76
4624,1842,3142,2,16.43
4625,1842,460,1,36.55
4626,1843,1655,1,21.13
4627,1843,2872,1,30.51
4628,1844,1790,2,34.43
4629,1844,4599,1,38.47
4630,1844,2785,3,25.7
4631,1844,3718,2,30.01
4632,1845,4642,3,32.56
4633,1845,3919,3,31.41
4634,1846,2504,2,15.35
4635,1847,1546,3,22.8
4636,1847,4312,2,39.27
4637,1847,1620,1,35.63
4638,1848,831,2,49.09
4639,1848,3830,1,49.29
4640,1849,3297,3,44.09
4641,1849,330,2,35.3
4642,1850,4789,1,13.7
4643,1851,4247,3,10.82
4644,1851,2965,2,13.96
4645,1851,2451,1,30.83
4646,1851,4256,1,25.78
4647,1852,3656,1,16.21
4648,1853,2056,3,24.75
4649,1854,3049,3,40.71
4650,1855,4962,1,41.37
4651,1855,86,1,46.26
4652,1855,4624,1,49.43
4653,1855,4898,3,40.72
4654,1856,4259,2,9.21
4655,1857,524,1,45.96
4656,1858,2425,1,38.73
4657,1858,4547,3,16.73
4658,1858,2652,1,37.65
4659,1858,3904,1,27.04
4660,1858,3137,2,7.48
4661,1859,4576,3,33.31
4662,1859,3220,1,28.95
4663,1859,1230,2,8.45
4664,1859,4401,1,37.58
4665,1860,1187,3,34.98
4666,1861,1038,3,42.74
