id,order_id,promo_id,discount_amount
1249,49358,43,61.23
1250,8648,38,25.71
1251,41184,10,24.78
1252,28014,7,17.3
1253,43980,33,85.0
1254,2729,25,11.03
1255,174,25,59.39
1256,36802,4,124.3
1257,24514,42,7.45
1258,22009,6,25.09
1259,7805,13,52.27
1260,1273,16,41.49
1261,46968,4,6.63
1262,1043,16,41.1
1263,41108,34,19.18
1264,37645,21,67.5
1265,42458,46,63.55
1266,31288,5,47.78
1267,14004,27,54.19
1268,33129,10,28.09
1269,19811,1,72.4
1270,46665,46,25.77
1271,36972,22,9.25
1272,16266,40,13.39
1273,38762,23,56.93
1274,7539,37,105.12
1275,17137,33,136.71
1276,34105,6,26.86
1277,46258,4,50.38
1278,34433,11,19.08
1279,48960,13,14.93
1280,13164,14,56.83
1281,42240,24,56.02
1282,1275,39,11.33
1283,42335,29,16.92
1284,13907,4,6.65
1285,40030,24,86.57
1286,32533,48,12.63
1287,4280,11,6.72
1288,41984,44,76.77
1289,22382,12,19.65
1290,20173,48,90.85
1291,37503,42,62.61
1292,35156,31,12.49
1293,29893,47,4.97
1294,42078,24,99.94
1295,16008,39,14.21
1296,33508,10,76.57
1297,24546,17,17.13
1298,16346,18,62.73
1299,7069,9,9.47
1300,39982,10,21.72
1301,13320,18,61.94
1302,32488,27,13.0
1303,21004,49,4.39
1304,21646,37,76.03
1305,4522,16,47.52
1306,16763,16,10.45
1307,23167,2,4.48
1308,41019,24,60.41
1309,28305,33,21.69
1310,28847,46,154.07
1311,29296,50,79.19
1312,28979,10,4.84
1313,34350,12,20.44
1314,11783,13,38.76
1315,12264,24,17.51
1316,41908,10,17.27
1317,23446,13,73.8
1318,39595,26,15.86
1319,22569,36,119.36
1320,4754,30,79.48
1321,47046,42,137.58
1322,37471,5,14.08
1323,13096,2,13.3
1324,3344,45,44.67
1325,43052,26,17.69
1326,15487,44,20.72
1327,12268,30,55.5
1328,1049,23,4.86
1329,25046,22,53.52
1330,21584,19,53.26
1331,25036,38,65.63
1332,10709,36,44.22
1333,22607,29,23.56
1334,45597,30,85.56
1335,13885,18,11.4
1336,7311,42,40.18
1337,29335,6,54.27
1338,6560,5,13.75
1339,46566,13,49.1
1340,33057,30,55.16
1341,24482,7,108.21
1342,3297,7,82.95
1343,44781,9,47.43
1344,46511,17,9.37
1345,28710,18,58.4
1346,36950,11,9.47
1347,28401,5,86.77
1348,29994,42,94.93
1349,42292,34,1.17
1350,4122,9,11.09
1351,46390,6,10.26
1352,1162,21,35.93
1353,20527,25,9.13
1354,936,31,15.71
1355,10052,3,24.06
1356,41326,38,17.96
1357,15875,10,20.88
1358,38557,25,28.78
1359,3107,24,7.89
1360,39177,28,49.59
1361,41264,9,16.81
1362,6361,31,12.71
1363,11185,45,21.46
1364,8554,40,3.2
1365,49893,15,44.15
1366,35239,5,56.39
1367,839,25,53.6
1368,4928,20,42.25
1369,16406,24,79.13
1370,7353,48,87.18
1371,13923,4,67.48
1372,22686,35,28.18
1373,2744,20,60.17
1374,35811,17,26.86
1375,17029,12,0.73
1376,40254,23,9.36
1377,4209,8,18.0
1378,40806,5,15.7
1379,15380,20,48.58
1380,35295,13,27.33
1381,39502,27,12.61
1382,42753,35,21.57
1383,21588,36,14.39
1384,7243,39,15.69
1385,17940,19,62.26
1386,13588,29,95.83
1387,48507,41,10.86
1388,26946,6,41.31
1389,48308,38,52.25
1390,32674,37,60.17
1391,39881,22,12.67
1392,22035,31,29.93
1393,31650,31,25.22
1394,44920,41,10.02
1395,43487,8,2.49
1396,42589,31,25.62
1397,25644,36,36.36
1398,37364,4,53.45
1399,46348,32,64.77
1400,39436,40,22.73
1401,31356,46,86.39
1402,47429,26,119.31
1403,3138,44,58.51
1404,18493,12,7.16
1405,11997,17,4.87
1406,14566,35,93.14
1407,5970,30,79.27
1408,3341,3,86.58
1409,40721,46,32.23
1410,42371,48,20.02
1411,18695,26,38.63
1412,12313,25,30.27
1413,23042,1,31.16
1414,18220,18,44.92
1415,42856,40,11.65
1416,21098,33,58.47
1417,45453,18,94.41
1418,41789,38,14.15
1419,43419,40,36.6
1420,37501,12,3.2
1421,46414,7,17.02
1422,20177,7,92.05
1423,40758,8,11.1
1424,9401,11,92.15
1425,46866,49,18.59
1426,5557,2,20.34
1427,7361,47,1.84
1428,1716,2,24.42
1429,28528,27,29.4
1430,27345,22,11.06
1431,32252,31,19.31
1432,2044,25,53.3
1433,41024,42,34.75
1434,29036,35,45.84
1435,1393,11,74.42
1436,27696,41,1.06
1437,33810,25,30.4
1438,11985,16,12.12
1439,32215,14,73.44
1440,2768,6,48.72
1441,1269,20,60.88
1442,48559,18,38.0
1443,42121,5,52.21
1444,5147,15,22.07
1445,41182,9,43.45
1446,42939,23,70.76
1447,5022,9,64.79
1448,21868,27,23.93
1449,21153,16,4.86
1450,20430,28,19.47
1451,24338,44,56.51
1452,33394,15,120.41
1453,47836,20,43.02
1454,33122,32,77.96
1455,16446,37,64.21
1456,18335,12,16.8
1457,32265,20,50.61
1458,1531,44,19.41
1459,12394,4,3.08
1460,16190,33,109.4
1461,8124,7,15.9
1462,41809,42,41.15
1463,11786,10,10.22
1464,38054,2,29.37
1465,40831,37,4.88
1466,36271,39,10.14
1467,7165,38,20.33
1468,33634,25,34.64
1469,25639,33,10.72
1470,18956,11,22.11
1471,19737,30,128.25
1472,37802,31,77.36
1473,19978,19,34.83
1474,41756,5,62.17
1475,9246,49,17.63
1476,5612,21,11.89
1477,29303,49,6.45
1478,4551,35,30.02
1479,40382,50,70.23
1480,37754,32,71.63
1481,9305,18,78.63
1482,31717,9,34.79
1483,42691,30,64.16
1484,495,15,9.08
1485,27139,13,64.23
1486,5058,22,93.09
1487,12630,12,13.67
1488,8932,34,15.41
1489,4178,13,41.72
1490,40261,38,53.31
1491,41692,3,169.11
1492,4858,11,41.29
1493,21246,35,109.23
1494,39896,29,68.52
1495,18793,49,49.88
1496,33851,40,27.2
1497,29231,34,8.43
1498,44590,15,83.0
1499,4677,34,7.87
1500,2829,36,62.98
1501,10047,38,60.73
1502,42382,36,63.56
1503,36211,12,5.82
1504,2788,1,49.96
1505,18341,7,11.04
1506,11793,13,53.74
1507,37064,18,7.96
1508,42503,20,19.96
1509,33070,3,91.37
1510,29293,49,38.59
1511,20865,41,6.35
1512,11245,3,26.84
1513,25663,5,56.08
1514,11800,28,81.7
1515,31101,2,10.96
1516,26369,21,14.03
1517,30948,48,13.2
1518,31470,48,35.6
1519,23926,24,10.04
1520,10004,39,20.4
1521,44923,8,27.43
1522,13183,10,26.58
1523,46243,32,47.65
1524,23376,42,9.81
1525,38385,34,9.9
1526,4317,26,40.9
1527,42622,45,33.19
1528,38215,14,50.1
1529,83,13,18.78
1530,39763,31,17.19
1531,8451,12,5.59
1532,10113,47,39.21
1533,4671,27,30.36
1534,38220,37,65.7
1535,34504,31,19.43
1536,41419,32,115.94
1537,3526,49,18.54
1538,2772,4,30.81
1539,23124,39,30.53
1540,17569,46,94.92
1541,48820,19,23.51
1542,4804,32,73.33
1543,19791,1,25.85
1544,43500,38,50.71
1545,44661,22,93.41
1546,22027,27,75.78
1547,7495,42,64.23
1548,22680,29,16.78
1549,19078,34,12.95
1550,42189,46,22.86
1551,34831,14,7.84
1552,26284,32,80.56
1553,11817,32,43.66
1554,28476,24,82.12
1555,12668,18,28.75
1556,49319,46,30.73
1557,40066,2,19.68
1558,42586,19,48.36
1559,9395,14,99.27
1560,38627,7,67.22
1561,32115,14,98.09
1562,13291,11,27.02
1563,40864,3,25.86
1564,25386,9,86.18
1565,48557,49,19.87
1566,25710,4,46.67
1567,37404,43,21.9
1568,23574,13,30.42
1569,5411,31,10.84
1570,9742,31,14.8
1571,10139,6,21.66
1572,36057,32,67.14
1573,9819,8,14.1
1574,10811,30,59.89
1575,17936,29,10.44
1576,8241,13,51.33
1577,33364,29,6.54
1578,851,8,24.84
1579,25931,32,63.09
1580,17928,22,103.37
1581,27589,39,23.56
1582,1879,48,50.77
1583,23461,16,8.7
1584,14921,10,13.5
1585,9865,31,25.25
1586,22121,12,6.69
1587,18416,49,57.64
1588,5703,19,34.68
1589,15284,22,56.56
1590,2002,28,17.74
1591,4649,25,28.39
1592,23359,21,50.38
1593,1259,39,53.87
1594,30387,38,40.88
1595,22167,47,14.14
1596,5167,16,24.36
1597,4709,10,9.72
1598,25653,3,16.84
1599,41755,16,21.68
1600,22736,5,14.03
1601,11975,42,8.74
1602,5164,38,30.58
1603,1469,19,45.87
1604,2421,23,50.06
1605,35718,34,1.16
1606,42951,36,58.04
1607,35557,33,114.87
1608,25891,47,15.97
1609,41828,40,96.36
1610,48627,15,107.72
1611,28780,47,18.44
1612,14689,27,38.33
1613,10802,46,32.55
1614,20080,37,71.04
1615,31787,16,42.64
1616,20734,29,61.02
1617,20586,9,29.53
1618,9291,42,99.54
1619,1660,23,16.9
1620,25616,25,26.49
1621,5014,2,66.92
1622,29775,36,35.1
1623,18028,47,2.67
1624,21028,18,76.99
1625,9776,27,8.86
1626,48331,40,5.16
1627,7584,48,86.06
1628,23676,29,35.66
1629,43460,35,50.93
1630,38118,26,125.64
1631,28296,25,31.48
1632,30435,14,92.14
1633,31898,32,43.56
1634,36189,22,127.73
1635,10892,10,11.51
1636,16051,7,57.57
1637,41124,14,81.04
1638,35517,43,39.29
1639,18700,41,16.79
1640,29522,16,19.44
1641,6057,19,41.77
1642,20369,10,19.31
1643,28728,41,6.16
1644,40264,11,33.25
1645,29190,40,67.9
1646,848,11,51.86
1647,13853,49,34.77
1648,32860,4,80.86
1649,36894,24,35.65
1650,6896,36,144.81
1651,45533,46,11.21
1652,16744,38,31.27
1653,31116,16,18.15
1654,48425,18,53.99
1655,22907,3,26.78
1656,27469,32,50.33
1657,37267,7,138.86
1658,35773,3,68.79
1659,21657,22,64.97
1660,10817,9,35.75
1661,31199,29,77.42
1662,29503,47,33.34
1663,36367,13,51.15
1664,18643,3,6.54
1665,13497,24,63.25
1666,16311,38,92.97
1667,1459,2,2.7
1668,1501,33,5.28
1669,4064,40,114.95
1670,23731,39,4.83
1671,30170,15,6.0
1672,24598,18,13.25
1673,14072,39,6.66
1674,25869,15,46.2
1675,5328,6,80.68
1676,45117,25,31.05
1677,27759,42,52.15
1678,8290,8,2.83
1679,13033,49,28.86
1680,21609,31,3.98
1681,24430,38,44.39
1682,14852,23,34.76
1683,37165,3,128.24
1684,23072,49,17.67
1685,3268,21,7.06
1686,28954,36,94.0
1687,46767,21,58.94
1688,48947,21,37.45
1689,40763,3,124.62
1690,1334,48,39.94
1691,34529,22,18.71
1692,20235,26,23.12
1693,3610,45,37.71
1694,18173,11,40.26
1695,5403,18,35.92
1696,32212,41,21.81
1697,11638,20,22.23
1698,48701,7,63.06
1699,45226,27,7.08
1700,19864,25,4.65
1701,2753,41,4.01
1702,39070,20,34.95
1703,8548,43,22.87
1704,24017,46,103.57
1705,31264,7,35.23
1706,41450,5,32.65
1707,25959,21,65.02
1708,4357,33,79.29
1709,15250,31,8.36
1710,44567,8,11.82
1711,37069,19,76.17
1712,36591,47,16.15
1713,12112,47,22.41
1714,41377,28,40.07
1715,49136,15,16.65
1716,28663,29,23.14
1717,38658,1,5.97
1718,47101,37,80.59
1719,1406,14,31.79
1720,45949,37,126.42
1721,44897,18,42.85
1722,25113,32,60.2
1723,4115,32,11.65
1724,46113,43,35.03
1725,8373,42,53.17
1726,10560,17,11.47
1727,31965,38,7.49
1728,32679,9,37.97
1729,28821,19,41.58
1730,967,39,8.09
1731,24369,50,23.49
1732,1774,15,31.26
1733,9549,48,98.33
1734,49827,41,33.4
1735,49656,5,7.33
1736,17628,32,230.47
1737,18132,22,67.93
1738,8657,33,87.87
1739,32343,9,21.7
1740,46137,17,1.58
1741,46180,2,9.62
1742,33655,48,49.04
1743,29101,45,52.59
1744,10746,25,34.89
1745,43096,41,2.51
1746,16686,36,47.2
1747,49973,25,23.63
1748,32427,36,46.57
1749,38324,12,14.67
1750,27378,33,27.06
1751,49952,14,99.75
1752,35101,16,31.49
1753,18345,27,102.68
1754,41023,22,74.22
1755,18056,50,47.12
1756,27061,27,40.75
1757,40975,49,10.72
1758,1525,37,49.08
1759,11116,20,87.23
1760,20210,29,8.49
1761,31452,46,32.94
1762,1847,4,50.32
1763,20119,43,22.21
1764,5493,27,40.96
1765,42793,3,36.3
1766,48582,14,66.5
1767,11615,4,3.88
1768,3852,12,17.79
1769,34327,1,69.14
1770,39269,1,17.97
1771,8528,43,29.45
1772,22238,19,28.36
1773,39597,40,35.17
1774,23424,39,31.75
1775,7942,44,20.88
1776,2226,10,48.13
1777,40580,29,16.45
1778,9507,14,13.92
1779,47268,33,196.23
1780,7431,38,48.17
1781,19463,1,37.33
1782,5197,39,11.42
1783,22757,28,54.44
1784,32528,33,31.52
1785,19993,12,0.9
1786,5072,9,30.6
1787,16079,17,33.82
1788,36676,33,117.24
1789,12767,10,28.0
1790,33886,34,16.57
1791,371,49,35.54
1792,10683,48,85.23
1793,34558,36,3.12
1794,10376,50,145.68
1795,29988,30,48.43
1796,22287,19,16.37
1797,45039,50,100.48
1798,45258,1,69.6
1799,25444,40,11.77
1800,11656,18,36.82
1801,25096,50,113.15
1802,48440,35,73.75
1803,5488,2,2.03
1804,34145,46,38.01
1805,28822,21,115.65
1806,48861,46,151.42
1807,2101,4,118.04
1808,46922,7,71.7
1809,14316,15,25.74
1810,23848,25,68.02
1811,47290,14,92.39
1812,35361,43,38.07
1813,38933,25,32.86
1814,20671,4,43.48
1815,12445,49,27.14
1816,19315,37,41.66
1817,26962,41,13.35
1818,39218,11,49.64
1819,29112,10,44.82
1820,24200,15,34.78
1821,4075,27,43.11
1822,19385,3,98.91
1823,7641,14,82.19
1824,38363,5,22.2
1825,11310,23,11.57
1826,35651,10,17.73
1827,33694,3,10.14
1828,31970,1,48.25
1829,38873,24,63.33
1830,1522,39,14.73
1831,8654,40,6.66
1832,34398,34,4.17
1833,10427,36,22.99
1834,10499,49,5.42
1835,4825,4,23.33
1836,11556,44,12.16
1837,35637,48,26.22
1838,7513,24,5.98
1839,18076,40,189.54
1840,38773,22,46.12
1841,12420,11,87.36
1842,13620,44,57.56
1843,31262,46,56.71
1844,6746,35,81.61
1845,26852,13,36.3
1846,13093,8,10.91
1847,24710,26,60.85
1848,32099,38,38.99
1849,48134,22,124.04
1850,48603,2,13.7
1851,34414,38,16.64
1852,19536,40,146.71
1853,23154,28,104.18
1854,1702,18,9.77
1855,2035,42,12.69
1856,27337,42,51.27
1857,41841,17,10.74
1858,11251,21,66.69
1859,16055,8,9.6
1860,2357,50,63.08
1861,45199,9,26.56
1862,12518,38,29.32
1863,3753,30,43.51
1864,38258,22,28.95
1865,22388,16,20.47
1866,32939,23,71.09
1867,30449,46,28.89
1868,9632,40,28.82
1869,27063,44,8.97
1870,48336,5,35.11
1871,24284,19,26.84
1872,10070,28,69.04
1873,2041,48,107.24
1874,18348,48,7.0
1875,30775,50,87.5
1876,18712,15,64.35
1877,20915,4,51.79
1878,19773,12,32.05
1879,18645,18,21.43
1880,23783,30,35.81
1881,18192,32,105.08
1882,18218,25,36.24
1883,45281,36,35.57
1884,48487,1,16.14
1885,13063,12,1.27
1886,9880,41,2.82
1887,3270,27,67.8
1888,42016,32,8.11
1889,33866,41,5.99
1890,13386,35,59.37
1891,41518,29,8.51
1892,44915,10,12.0
1893,38169,39,84.97
1894,43403,44,49.13
1895,20511,7,42.34
1896,37837,24,33.02
1897,38767,31,31.65
1898,981,20,76.76
1899,26511,41,10.87
1900,33103,12,29.27
1901,2142,8,4.8
1902,24692,35,8.4
1903,46632,12,9.55
1904,9437,21,47.19
1905,15276,29,6.08
1906,42963,32,43.84
1907,25641,20,68.61
1908,26982,31,33.5
1909,33630,23,31.44
1910,17588,47,2.28
1911,7444,19,18.85
1912,5839,12,3.22
1913,42608,11,60.03
1914,10449,27,107.42
1915,3387,40,31.91
1916,37496,33,104.93
1917,23402,11,67.79
1918,39294,31,22.68
1919,32759,17,8.49
1920,22837,45,90.42
1921,24305,30,23.45
1922,43723,10,18.7
1923,12222,47,9.88
1924,24641,46,40.78
1925,39086,23,26.09
1926,25496,34,2.65
1927,5368,5,59.52
1928,9138,5,28.58
1929,1910,23,41.2
1930,48535,29,44.65
1931,39199,25,88.39
1932,31952,50,57.04
1933,33143,35,78.36
1934,7448,45,15.18
1935,37406,40,83.37
1936,11550,50,5.18
1937,16781,42,73.88
1938,2694,5,16.86
1939,27176,48,16.93
1940,49768,12,15.02
1941,33161,38,2.83
1942,34128,50,76.54
1943,23577,18,3.5
1944,23028,44,12.94
1945,3280,14,71.27
1946,20461,50,67.39
1947,9378,30,75.65
1948,44466,18,53.33
1949,36627,2,23.82
1950,2925,29,35.3
1951,10700,6,106.92
1952,10559,45,38.71
1953,8907,14,13.43
1954,1554,30,36.47
1955,8876,21,51.09
1956,19982,7,84.83
1957,21131,20,71.04
1958,27903,16,34.77
1959,8790,49,11.77
1960,15834,33,80.59
1961,2399,24,3.36
1962,48098,7,23.2
1963,34062,7,117.6
1964,43140,33,55.69
1965,33275,10,27.69
1966,270,27,62.02
1967,4341,43,22.75
1968,33254,33,28.37
1969,21075,25,2.59
1970,44934,28,82.47
1971,39359,6,29.84
1972,1139,26,90.38
1973,7150,20,60.89
1974,1236,28,58.64
1975,21408,25,50.22
1976,22556,16,18.98
1977,43134,50,10.26
1978,37458,21,58.44
1979,21574,7,116.4
1980,47145,11,17.38
1981,18000,2,28.05
1982,27376,20,96.67
1983,47724,4,17.05
1984,28863,29,29.05
1985,27453,34,5.2
1986,9451,45,45.24
1987,8989,30,60.76
1988,18456,5,30.37
1989,11984,42,48.25
1990,15774,39,18.87
1991,2623,24,74.02
1992,35682,8,19.99
1993,9279,13,65.25
1994,14480,32,21.22
1995,41744,11,19.51
1996,40192,37,21.96
1997,27043,24,75.1
1998,24534,25,38.85
1999,19555,13,7.75
2000,38158,32,31.34
2001,29837,7,70.17
2002,4266,29,25.53
2003,33672,17,7.25
2004,41515,3,25.64
2005,22190,48,112.61
2006,15745,50,4.28
2007,30954,46,37.14
2008,22594,29,42.19
2009,17231,12,13.2
2010,34260,20,124.54
2011,29400,16,3.28
2012,5332,36,23.08
2013,24525,5,27.32
2014,14453,28,18.16
2015,25720,40,185.14
2016,7614,19,54.3
2017,7690,34,2.12
2018,44617,32,111.87
2019,11996,46,7.27
2020,22570,4,32.91
2021,23644,2,14.17
2022,30245,44,80.21
2023,39707,19,72.07
2024,8556,19,65.66
2025,22988,40,75.83
2026,28075,35,27.63
2027,42233,40,160.18
2028,3975,41,7.57
2029,46001,42,75.99
2030,43453,18,55.52
2031,33242,41,15.03
2032,22937,37,48.14
2033,29509,26,139.28
2034,34187,49,32.12
2035,18985,28,16.55
2036,34205,33,35.55
2037,41715,21,42.02
2038,41618,27,28.98
2039,20139,17,11.54
2040,2283,47,19.28
2041,3827,6,15.61
2042,26927,18,7.76
2043,28853,43,54.03
2044,48874,15,40.11
2045,26097,29,19.15
2046,24499,34,1.11
2047,26499,36,23.52
2048,23672,13,89.42
2049,454,45,43.15
2050,8335,45,13.47
2051,20154,30,16.99
2052,40151,14,14.81
2053,35304,4,64.63
2054,42418,6,64.76
2055,2660,20,18.98
2056,24747,6,93.8
2057,48136,8,14.26
2058,45245,3,15.64
2059,19848,44,38.67
2060,32693,13,41.21
2061,31041,7,114.91
2062,3097,11,63.31
2063,8957,36,56.13
2064,1700,30,48.65
2065,29753,17,26.85
2066,8459,32,8.16
2067,13656,36,15.65
2068,43386,19,46.47
2069,11053,2,22.81
2070,35843,21,93.55
2071,15852,38,10.49
2072,30610,1,95.07
2073,451,14,88.79
2074,36908,46,104.86
2075,31896,25,29.06
2076,31091,34,15.54
2077,5282,27,8.68
2078,10706,4,66.9
2079,48198,47,29.57
2080,2242,29,31.12
2081,26907,24,79.42
2082,46627,40,39.44
2083,7581,18,77.59
2084,38501,47,8.52
2085,24211,19,47.02
2086,12789,44,25.95
2087,38190,48,26.87
2088,28509,18,55.16
2089,49307,48,78.16
2090,48108,23,6.18
2091,47913,10,22.54
2092,29962,47,4.14
2093,6944,16,80.57
2094,42896,24,22.01
2095,13204,24,36.01
2096,34251,18,5.94
2097,15336,24,16.48
2098,7468,12,18.84
2099,49533,27,71.73
2100,38366,32,5.84
2101,11920,50,70.22
2102,44237,30,55.54
2103,28385,50,24.16
2104,35851,11,27.88
2105,8945,30,24.54
2106,602,36,53.1
2107,44834,14,76.47
2108,11432,29,76.02
2109,37224,27,35.21
2110,38451,26,55.53
2111,20623,18,9.7
2112,17660,1,4.81
2113,34009,33,22.95
2114,42428,43,114.93
2115,42019,27,30.84
2116,38598,40,57.46
2117,4555,15,69.16
2118,49895,15,13.91
2119,45923,33,99.6
2120,28340,24,131.24
2121,22632,3,148.73
2122,39635,4,12.79
2123,42861,22,40.24
2124,34058,16,17.14
2125,30564,1,12.57
2126,5706,49,46.25
2127,42880,35,7.25
2128,8127,5,15.5
2129,35472,6,91.52
2130,36507,43,19.92
2131,47515,23,59.22
2132,19925,49,29.0
2133,29378,20,72.91
2134,26130,44,17.95
2135,43396,9,6.9
2136,12247,35,24.96
2137,7308,7,128.34
2138,14908,34,3.12
2139,48924,16,30.76
2140,40950,39,12.84
2141,17574,5,27.51
2142,21749,6,17.68
2143,40540,48,118.26
2144,11113,29,8.97
2145,34971,42,8.73
2146,14280,43,53.19
2147,45022,32,105.77
2148,12762,5,14.49
2149,26345,14,23.07
2150,10246,6,80.47
2151,19549,44,35.84
2152,17830,48,64.71
2153,35077,42,26.09
2154,45834,30,15.24
2155,38373,24,106.45
2156,3673,37,77.0
2157,25695,20,62.07
2158,49821,48,104.57
2159,10157,34,2.27
2160,20608,40,66.63
2161,40027,25,4.6
2162,37053,44,109.01
2163,15692,46,99.66
2164,695,39,24.77
2165,25306,23,48.29
2166,1025,34,21.92
2167,22547,18,15.4
2168,11598,50,53.93
2169,32878,25,5.71
2170,21754,45,39.52
2171,17903,35,70.87
2172,32113,30,98.16
2173,9178,45,32.47
2174,45882,26,18.6
2175,12564,42,19.3
2176,15373,31,14.58
2177,905,27,29.86
2178,24672,25,17.59
2179,17742,7,141.69
2180,14635,33,25.32
2181,6101,40,73.96
2182,3110,32,29.63
2183,32557,27,38.98
2184,13354,36,14.62
2185,35207,44,63.36
2186,28927,44,48.43
2187,49255,2,5.73
2188,5075,46,15.4
2189,29157,49,6.59
2190,3642,48,83.17
2191,17794,1,4.63
2192,49858,14,15.54
2193,42735,31,29.9
2194,18758,5,96.61
2195,32344,35,57.75
2196,33991,40,27.86
2197,48090,43,10.76
2198,37700,10,17.46
2199,29695,14,50.21
2200,13013,35,34.75
2201,40000,47,6.3
2202,37271,12,21.37
2203,522,20,38.33
2204,27313,11,22.78
2205,19255,33,34.14
2206,21386,31,19.01
2207,17238,20,68.54
2208,11777,8,51.57
2209,31541,43,27.16
2210,25062,2,12.09
2211,48652,38,43.33
2212,18600,38,48.88
2213,35382,6,105.41
2214,45320,10,35.59
2215,12422,21,7.01
2216,12485,43,4.14
2217,17066,41,12.04
2218,32901,11,34.54
2219,44460,20,59.43
2220,35426,43,91.91
2221,9260,49,31.39
2222,33795,14,145.3
2223,34869,36,55.79
2224,34147,17,12.31
2225,1581,26,46.37
2226,32153,47,6.8
2227,23238,29,88.34
2228,49984,16,44.44
2229,6112,37,80.44
2230,40425,46,84.61
2231,46218,49,24.71
2232,47916,12,13.26
2233,4898,43,85.58
2234,23008,8,11.07
2235,28793,4,3.74
2236,14555,43,34.03
2237,3584,37,97.12
2238,33617,37,82.44
2239,8564,19,37.4
2240,49945,35,26.17
2241,49935,40,21.68
2242,21463,2,19.35
2243,29115,48,58.66
2244,11618,34,25.91
2245,44077,27,2.84
2246,32108,20,40.26
2247,27090,10,5.75
2248,25447,31,52.59
2249,26881,3,85.91
2250,20046,40,64.41
2251,21894,29,21.19
2252,663,5,23.45
2253,3679,18,78.03
2254,22861,27,17.59
2255,1264,16,31.66
2256,46940,34,5.7
2257,49067,8,29.02
2258,14054,19,12.48
2259,37815,23,23.66
2260,2581,16,38.26
2261,29514,40,54.11
2262,21421,44,61.4
2263,46819,29,38.58
2264,14824,44,22.09
2265,49288,21,89.83
2266,31074,1,13.82
2267,39115,4,47.29
2268,29405,10,7.88
2269,568,21,74.37
2270,43809,37,42.2
2271,24330,9,69.42
2272,24083,8,20.03
2273,10734,47,25.58
2274,5369,1,14.23
2275,44844,31,17.68
2276,33043,6,100.0
2277,17280,48,9.85
2278,25077,33,34.74
2279,46959,37,12.2
2280,43583,26,154.19
2281,47693,35,50.18
2282,37560,18,43.74
2283,27595,14,48.37
2284,35338,7,41.57
2285,8381,38,3.99
2286,6782,7,92.8
2287,43633,10,25.56
2288,17080,45,22.44
2289,48299,2,45.07
2290,15548,12,19.55
2291,1397,6,61.32
2292,23305,35,77.85
2293,4329,32,124.64
2294,32748,25,27.0
2295,22608,15,65.11
2296,6639,33,50.14
2297,18560,33,59.32
2298,29196,6,73.3
2299,11762,39,26.67
2300,29968,46,38.75
2301,36302,1,12.17
2302,48915,30,66.5
2303,9324,20,29.97
2304,39298,46,13.56
2305,31138,19,11.49
2306,15641,4,62.37
2307,44374,32,17.55
2308,32692,17,16.62
2309,2871,30,52.57
2310,37011,21,34.65
2311,7091,17,3.94
2312,37188,35,39.42
2313,32781,4,25.85
2314,25482,39,13.65
2315,35954,41,17.2
2316,43071,14,178.86
2317,21821,38,33.67
2318,19912,24,23.75
2319,46863,17,14.24
2320,49062,30,115.05
2321,4294,41,5.82
2322,32077,50,38.71
2323,35446,15,62.61
2324,22398,43,16.39
2325,3427,31,82.05
2326,925,24,186.82
2327,4841,27,10.9
2328,7330,20,83.16
2329,41726,3,74.42
2330,2713,14,64.81
2331,41948,46,33.19
2332,24583,20,56.64
2333,48411,45,59.9
2334,36089,46,40.49
2335,33147,4,28.85
2336,42180,39,22.68
2337,31710,46,40.63
2338,4724,17,22.7
2339,31903,23,34.15
2340,13550,14,22.84
2341,43917,41,17.08
2342,20902,42,40.73
2343,17665,5,77.65
2344,10676,38,14.06
2345,4658,15,64.12
2346,27801,2,22.66
2347,26426,10,9.23
2348,4406,4,15.58
2349,42488,38,34.64
2350,39130,39,22.83
2351,2356,44,9.13
2352,46276,24,45.89
2353,43014,6,31.36
2354,49323,35,31.65
2355,43395,40,52.65
2356,39733,22,70.05
2357,19189,8,4.59
2358,17505,8,9.45
2359,10115,49,48.97
2360,6906,8,1.47
2361,37569,46,97.45
2362,18516,3,81.6
2363,46184,38,38.81
2364,10267,43,52.03
2365,14858,10,17.09
2366,21242,10,28.7
2367,27819,31,6.17
2368,28800,8,3.27
2369,49192,6,97.37
2370,38776,34,4.74
2371,39337,28,100.19
2372,41201,44,91.68
2373,30207,34,16.87
2374,43363,33,40.37
2375,37013,42,98.11
2376,43179,47,7.01
2377,40858,16,54.12
2378,17715,28,2.78
2379,2850,17,10.85
2380,2494,25,35.05
2381,12408,32,43.98
2382,35205,44,62.91
2383,35835,15,54.03
2384,5797,21,2.48
2385,46375,47,3.46
2386,46374,22,69.87
2387,12141,17,13.83
2388,46617,7,58.99
2389,28741,8,4.28
2390,43442,28,2.88
2391,23027,36,41.84
2392,14860,16,10.88
2393,7491,27,37.01
2394,48908,14,6.59
2395,16938,12,26.84
2396,19406,47,14.7
2397,39385,17,15.32
2398,36994,3,60.06
2399,44507,22,49.71
2400,4970,12,4.41
2401,46726,9,114.36
2402,34137,3,72.92
2403,41304,42,61.86
2404,41208,50,147.07
2405,2168,25,7.12
2406,28749,50,33.01
2407,24755,15,69.9
2408,37285,38,38.94
2409,24050,21,26.72
2410,22944,35,55.41
2411,32943,22,16.13
2412,49703,32,70.08
2413,41783,44,8.91
2414,6444,40,24.4
